business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,sku,delivery_time,status,enable_stock,current_stock,shipping_charge,description,image1,image2,image3,image4,image5,image6
Camera Source,K&F Concept KF09.090 SA254T2 Aluminum Professional Tripod with Monopod - Black,Piece,1,k&f,electronic-accessori,camera-accessories-1,tripods-and-monopods,12990,0,,,,,,10,,1440,,1,100,,"<p>The SA254M2 DSLR Camera Aluminum Tripod from KandF Concept is a lightweight travel tripod that is rich in the kind of features found in much larger tripods. The legs may be positioned independently for use on uneven terrain, and they open or close quickly with large flip locks. The legs may be inverted for ultra low level shooting and reverse fully and fold to a travel ready 18.1\&rdquo; length. For shoots where an even more compact support is called for a removable leg converts into a monopod, and the center column may be combined with it to reach a maximum height of 76.8\&rdquo;. The included tripod ball head incorporates an Arca type quick release with a single knob release and an independent pan locking knob for panoramic imaging. Additionally, an Arca-type quick release plate is included.<br />&bull; Tripod Converts to monopod<br />&bull; Ball head with Arca-type quick release plate compatibility<br />&bull; Ball head features engraved scales for precision alignment and repeatability<br />&bull; Two-segment center column is reversible<br />&bull; Center column ballast hook increases stability<br />KandF Concept SA254T2 Tripod Specs<br />Head<br />Head Type Ball Head<br />Base Mount 3/8\&rdquo;-16 Female<br />Camera Mounting Screw None<br />Quick Release Plate Type Arca-Type<br />Number of Bubble Levels 1<br />Friction Control No<br />Independent Pan Lock Yes<br />Ball Sphere Diameter 1.10\&rdquo; / 28 mm<br />Pan and Tilt Range<br />Lateral Tilt 45&deg;<br />Vertical Tilt 90&deg;<br />Panning Range 360&deg;<br />General<br />Load Capacity 22.05 lb / 10 kg<br />Maximum Working Height 72.8\&rdquo; / 185 cm<br />Max Height without Center Column 54.33\&rdquo; / 138 cm<br />Minimum Working Height 22\&rdquo; / 56 cm<br />Folded Length 18.90\&rdquo; / 48 cm<br />Materials Aluminum Alloy<br />Legs<br />Leg Lock Type Twist Lock<br />Leg Positions 3 Positions<br />Independent Leg Spread Yes<br />Leg Sections 4<br />Feet Features Rubber<br />Detachable Monopod<br />Maximum Working Height 76.77\&rdquo; / 195 cm<br />Leg Sections 5<br />Monopod Foot Features Rubber<br />Center Column<br />Center Column Features Ballast Hook, Removable, Reversible<br />Center Column Shape Round<br />Center Column Extension Type Rapid<br />Lateral / 90-Degree Center Column Yes<br />Center Column Rotation 360&deg;<br />Packaging Info<br />Package Weight 5.315 lb<br />Box Dimensions (LxWxH) 20.5 x 5.3 x 5.1\&rdquo;<br />In the Box<br />&bull; KandF Concept SA254T2 Lightweight Aluminum Compact Tripod<br />&bull; Arca-Type Quick Release Plate<br />&bull; Allen Wrench<br />&bull; Carrying Case with Shoulder Strap</p>",,,,,,
Camera Source,K&F Concept KF09.091 SA254C1 Carbon Fiber Professional Tripod with Monopod - Black,Piece,1,k&f,electronic-accessori,camera-accessories-1,tripods-and-monopods,16990,0,,,,,,10,,1440,,1,100,,"<p>The SA254C1 Professional Carbon Fiber Tripod Monopod Kit from KandF Concept is a lightweight and versatile carbon fiber tripod that is rich in the kind of features found in professional tripods. The legs may be positioned independently for use on uneven terrain, and they open or close quickly with rubber grip encased twist locks. The legs may be inverted for ultra low level shooting and reverse fully and fold to a travel ready 19.3\&rdquo; length. For shoots where an even more compact support is called for a removable leg converts into a monopod, and the center column may be combined with it to reach a maximum height of 69.3\&rdquo;. The included ball head incorporates an Arca-type quick release clamp with a single knob release and an independent pan locking knob for panoramic imaging. Additionally, a quick release plate is included.<br />&bull; Tripod Converts to monopod<br />&bull; Ball head with Arca-type quick release plate compatibility<br />&bull; Ball head features engraved scales for precision alignment and repeatability<br />&bull; Durable 8-layer carbon fiber construction<br />&bull; Center column ballast hook increases stability<br />KandF Concept SA254C1 Tripod Specs<br />Head<br />Head Type Ball Head<br />Base Mount 3/8\&rdquo;-16 Female<br />Camera Mounting Screw None<br />Quick Release Plate Type Arca-Type<br />Number of Bubble Levels 1<br />Friction Control No<br />Independent Pan Lock Yes<br />Ball Sphere Diameter 1.10\&rdquo; / 28 mm<br />Pan and Tilt Range<br />Lateral Tilt 45&deg;<br />Vertical Tilt 90&deg;<br />Panning Range 360&deg;<br />General<br />Load Capacity 22.05 lb / 10 kg<br />Maximum Working Height 65\&rdquo; / 165 cm<br />Max Height without Center Column 52.76\&rdquo; / 134 cm<br />Minimum Working Height 21.3\&rdquo; / 54 cm<br />Folded Length 19.29\&rdquo; / 49 cm<br />Materials Carbon Fiber<br />Legs<br />Leg Lock Type Twist Lock<br />Leg Positions 3 Positions<br />Independent Leg Spread Yes<br />Leg Sections 4<br />Leg Diameter 0.98\&rdquo; / 25 mm (Maximum)<br />Feet Features Rubber<br />Detachable Monopod<br />Maximum Working Height 69.29\&rdquo; / 176 cm<br />Leg Sections 4<br />Monopod Foot Features Rubber<br />Center Column<br />Center Column Features Ballast Hook, Removable, Reversible<br />Center Column Shape Round<br />Center Column Sections 2<br />Center Column Extension Type Rapid<br />Lateral / 90-Degree Center Column No<br />Center Column Rotation 360&deg;<br />Packaging Info<br />Package Weight 4.385 lb<br />Box Dimensions (LxWxH) 20.5 x 5.2 x 5.2\&rdquo;<br />In the Box<br />&bull; KandF Concept SA254C1 Professional Carbon Fiber Tripod Monopod Kit<br />&bull; Arca-Type Quick Release Plate<br />&bull; Allen Wrench<br />&bull; Carrying Case with Shoulder Strap</p>",,,,,,
Camera Source,K&F Concept KF31.010 KF-WXZZ Rotable Multi-Angle Centre Column for Tripod - Black,Piece,1,k&f,electronic-accessori,camera-accessories-1,tripods-and-monopods,3490,0,,,,,,10,,1440,,1,100,,"<p>&bull; Made of magnesium aluminum alloy, equipped with professional 1/4\&rsquo;\&rsquo; and 3/8\&rsquo;\&rsquo; screw, compatible with all kind tripods.<br />&bull; Sturdy aluminum construction and locking system, which can ensure 5KG (11.02 Ibs) load capacity.<br />&bull; Adjust the shooting angle freely, allows you to move the center column from zero to 180 degree angles in various vertical and horizontal positions.<br />&bull; Spiral knob locking system makes the operation easier and quicker.<br />&bull; Install the base to a tripod and then install ball head or a camera to the center column<br />1. Material: Magnesium aluminum alloy<br />2. Max. Extension length: 32 cm<br />3. Max. Load capacity is: 5 KG<br />4. Tube diameter: 25mm<br />5. Net weight: 330g;<br />6. Packing size: 112* 324* 84 mm<br />7. Applicable models: This Tripod Boom / Extension Arm is compatible with all 3/8\&rdquo; interface tripod and you can attach 3/8\&rdquo; ball head or 1/4\&rdquo; camera on Extension Arm<br />Spiral Type Locking Knob<br />Knob type locking system, easy and fast to operate<br />Multi angle for vertical and horizontal adjustable<br />Ideal for macro work, copying and any situation where fine adjustment of the camera position is required<br />What\&rsquo;s in box<br />1*Multi Angle Center Column Extension Arm<br />1*Hook<br />1*Locking</p>",,,,,,
Camera Source,K&F Concept SKU.1618 4 in 1 Camera Lens Accessories Cleaning Kit - Black,Piece,1,k&f,electronic-accessori,camera-accessories-1,,1290,0,,,,,,10,,1440,,1,100,,"<p>Cleaning pen<br />Double ended pen: lens cleaner Can be used to gently and accurately remove dust and dirt caught at the edges of the lens or in any small crevices. A safer alternative to using cloths or tissues for cleaning your lens, the carbon cleaning tip of this pen will remove fingerprints and grease without leaving behind any fibers or debris.<br />Air blower<br />for removing dust and dirt<br />&bull; Large black air blower easily removes dust and debris from cameras, lenses and filters with a powerful blast of air.<br />&bull; Using molding manufacturing process. Made of high quality environmentally friendly Silica gel. The soft air nozzles will not damage precision instruments, and strictly comply with EU ROHS standards.<br />&bull; One way air intake and super large air volume design to prevent air blower from breathing in dust and spreading it back to your equipment. Excellent way to remove dust off sensitive camera parts without physical contact.<br />&bull; Ergonomic design, easy to grip. Smooth to touch, skin friendly, dirt resistant and easy to clean. 5. A wide range of multi-directional cleaning to meet the needs of deep cleaning.<br />Vacuum cleaning cloth<br />the high quality microfibers cloth. Extremely fine microfiber leaves zero scratches, streaks or marks. Safe for all surfaces and lenses.<br />Cleaning liquid<br />Fill with cleaning solution. lt can be used for cleaning different types of products, such as glasses, computers, cell phone screens, camera lenses, etc.<br />KandF Concept Cleaning Kit Features<br />&bull; 4-In-1 Cleaning Kit<br />&bull; Environmentally safe silicone material<br />&bull; Retractable brush to dust off any particles and debris off camera<br />&bull; Soft padded cleaning pen contains carbon compound cleaning agent<br />&bull; Vacuum packaging for cleaning cloth<br />&bull; Safe for all surfaces<br />&bull; Package including： 1*Cleaning pen + 1*air blower + 6*vacuum cleaning cloth + 1*cleaning liquid<br />&bull; Cleaning pen： Double ended pen: lens cleaner Can be used to gently and accurately remove dust and dirt caught at the edges of the lens or in any small crevices. A safer alternative to using cloths or tissues for cleaning your lens, the carbon cleaning tip of this pen will remove fingerprints and grease without leaving behind any fibers or debris.<br />&bull; Air blower： for removing dust and dirt 1.Large black air blower easily removes dust and debris from cameras, lenses and filters with a powerful blast of air. 2. Using molding manufacturing process. Made of high quality environmentally friendly Silica gel. The soft air nozzles will not damage precision instruments, and strictly comply with EU ROHS standards. 3. One-way air intake and super large air volume design to prevent air blower from breathing in dust and spreading it back to your equipment. Excellent way to remove dust off sensitive camera parts without physical contact. 4. Ergonomic design, easy to grip. Smooth to touch, skin-friendly, dirt-resistant and easy to clean. 5. A wide range of multi-directional cleaning to meet the needs of deep cleaning.<br />&bull; Vacuum cleaning cloth： the high quality microfibers cloth. Extremely fine microfiber leaves zero scratches, streaks or marks. Safe for all surfaces and lenses.<br />&bull; Cleaning liquid ： Fill with cleaning solution. lt can be used for cleaning different types of products, such as glasses, computers, cell phone screens, camera lenses, etc.</p>",,,,,,
Camera Source,K&F Concept KF13.050 Multifunctional Waterproof Sling Camera Backpack – Black,Piece,1,k&f,electronic-accessori,camera-accessories-1,"camera-cases,-covers",4990,0,,,,,,10,,1440,,1,100,,"<p>&bull; Sling backpack fits DSLR with attached standard zoom lens, 1 2 extra lenses or a flash and accessories, a compact tripod or monopod and personal items.<br />&bull; The backpack design allows for quick rotation from the back to the front of your body, giving you easy and fast access to your gear (side zippered pockets for easy access, back open design antitheft).<br />&bull; DSLR camera models that fit the bag: Canon EOS Rebel SL1/T3/T3i/T5, Nikon D3200, Nikon D3300, Sony Alpha A5000 and Sony Alpha A6000 etc.<br />&bull; Two removable straps with quick release buckles are included for quick attachment of your tripods.<br />&bull; This lightweight and durable travel bag is ideal for on-the-go use! Improve the pleasure of your journey and give you a sense of security.</p>",,,,,,
Camera Source,K&F Concept KF13.087 Multifunctional Waterproof Large Camera Backpack – Blue,Piece,1,k&f,electronic-accessori,camera-accessories-1,"camera-cases,-covers",8990,0,,,,,,10,,1440,,1,100,,"<p>&bull; Large Capacity: Ample padded compartment for laptops/notebooks (can fit up to a 14&Prime; Laptops). Front compartment and side pockets for tablets, files, battery, cable, lens cap, water bottle and more.<br />&bull; Convenient: Side Compartments for Easy and Quick Access to Camera and Accessories, a tripod hanging solution.<br />&bull; Two Compartments: Main compartment supports easily put and fix your portable accessories and protects your equipment&rsquo;s from bumps and shock, top compartment for personal items. Be converted into School Backpack when taking the camera insert out.<br />&bull; Materials: Durable and weather resistant exterior constructed with Nylon, special technology back up load again.<br />&bull; Comfortable: Breathable straps and multiple adjustment joints support comfort and lightening load in long journey</p>",,,,,,
Camera Source,K&F Concept KF13.092 Multifunctional Waterproof Large Camera Backpack – Black,Piece,1,k&f,electronic-accessori,camera-accessories-1,"camera-cases,-covers",8990,0,,,,,,10,,1440,,1,100,,"<p>&bull; Large Capacity: Ample padded compartment for laptops/notebooks (can fit up to a 14&Prime; Laptops). Front compartment and side pockets for tablets, files, battery, cable, lens cap, water bottle and more.<br />&bull; Convenient: Side Compartments for Easy and Quick Access to Camera and Accessories, a tripod hanging solution.<br />&bull; Two Compartments: Main compartment supports easily put and fix your portable accessories and protects your equipment&rsquo;s from bumps and shock, top compartment for personal items. Be converted into School Backpack when taking the camera insert out.<br />&bull; Materials: Durable and weather resistant exterior constructed with Nylon, special technology back up load again.<br />&bull; Comfortable: Breathable straps and multiple adjustment joints support comfort and lightening load in long journey</p>",,,,,,
Camera Source,K&F Concept KF13.103 Multifunctional Waterproof Large Camera Backpack – Blue,Piece,1,k&f,electronic-accessori,camera-accessories-1,"camera-cases,-covers",7990,0,,,,,,10,,1440,,1,100,,"<p>&bull; The front pocket has a zipper design, which is simple and easy to use. Magazines and newspapers can be retracted freely during travel, which more intuitively highlights the convenience and compound interest of use.<br />&bull; The bag mouth has a curling design, which is convenient to quickly take out or put in, and the curling design can carry more items as you like. The front silicone belt design is soft, tough, oily and comfortable, convenient and quick. Silica gel has no odor, high and low temperature resistance, aging resistance, oil stain resistance, easy cleaning, and non fading.<br />&bull; The double straps are widened and thickened, which can effectively reduce the pressure on the shoulders. Which is convenient for you to adjust up and down. All the stress positions of the back strap and the triangle piece adopt the punching process, which is stable, strong and durable.<br />&bull; On business trips or weekend trips, you can put two sets of clothes for change. The upper warehouse is 10 liters, 30*14*25cm, curled when not in use. (Crimping capacity is 4 5 liters)<br />&bull; Side opening cache, double slider design, open up and down arbitrarily, so that you can get equipment without putting down your luggage, and grab the wonderful moments anytime, anywhere.</p>",,,,,,
Camera Source,K&F Concept KF13.119 Multifunctional Waterproof Large Camera Backpack – Camoflex,Piece,1,k&f,electronic-accessori,camera-accessories-1,"camera-cases,-covers",7990,0,,,,,,10,,1440,,1,100,,"<p>&bull; 【Large Capacity】 31*24*46cm, approx. 23L. Holds 2 DSLR cameras + 2 lenses + tripod +14 Inch laptop and other photography accessories.<br />&bull; 【Expandable Capacity】 Featured with adjustable velcro multi section dividers system that allows for many configurations. The detachable dividers for free combination. Protective foam dividers are fully customizable for your gear.<br />&bull; 【Suspension system】 It has straps around the waist and back, high quality ice feel breathable mesh on the back/waist straps, good heat dissipation and ventilation effect. Rear-opening cache, rear-opening anti-theft, the main compartment is equipped with a coded lock slider, double anti-theft. Double slider design, open up and down arbitrarily, so that you can get equipment without putting down your luggage, and grab the wonderful moment anytime, anywhere.<br />&bull; 【Quality Material】Ventilate and shockproof design, make you feel comfortable. Waterproof zipper design and 900D waterproof nylon material protects against spills and splashes. Equipped with a nylon rain cover (dust-proof, rain-proof, dirt-proof), removable for cleaning.<br />&bull; 【Easy Travel】Breathable air-mesh widened and thickened shoulder strap and back, and adjustable chest buckle to work together to distributing the weight evenly and reducing the burden of your pack. Also can easy mounting onto a draw-bar box through the back part when travel.</p>",,,,,,
Camera Source,SYNCO Lav-S6D Dual Omnidirectional Condenser Wired Lavalier Microphone - Black,Piece,1,synco,electronic-accessori,camera-accessories-1,lighting-and-studio-equipment,3390,0,,,,,,10,,1440,,1,100,,"<p>Dual Lavalier Microphone<br />SYNCO Lav S6D adopts unique dual mic design, which can record two sound sources simultaneously in one device. You are allowed to pick up sound from two speakers and don\&rsquo;t need to move the mic from one speaker to the other, which is ideal for interview, conference, Youtube podcasting, teaching, video recording, etc.<br />Wide Compatibility with PHONE/ CAMERA Mode<br />With 3.5mm TRS/TRRS connector and 6.3mm adapter, Lav S6D lapel mic can be applied to iOS/Android smartphone, DSLR, camcorder, audio recorder, mixer, laptop, PC, etc. PHONE/ CAMERA mode switch allows users to one button alter the microphone setting for different devices. No complicated adjustment is needed.<br />Omni-directional Condenser Capsule<br />Equipped with a 360 Degree omni-directional condenser capsule, SYNCO Lav-S6D boasts higher sensitivity and greater frequency response. It equally picks up sound at 360 Degree around it and faithfully reproduces the natural sound in your recording device.<br />Intelligent Sound Processing<br />CVC automatic noise reduction is a specialized technology used in SYNCO Lav-S6D lav mic. It helps to reduce the low frequency noise generated by electrical current, greatly improving the sound quality in recording. Combined with SYNCO audio decoding technology, Lav-S6D would output clear and clean voice.<br />19.7&rsquo; Ultra Long Cord<br />19.7&rsquo; (6-meter) high-quality durable cord for each side would deliver audio signals to your device steady, rapidly and truly. Your device can be set far away from the speakers and the two speakers can keep greater distances, which makes your filming more flexible without restriction.<br />High Quality Material<br />SYNCO Lav-S6D microphone provides two specialized windshields to reduce wind noise, handling noise. You can get pretty good recording result even in a noisy environment. Robust audio cable, and metal plug extend its life span for daily use.<br />Dual-head Sound Recording<br />One device with dual mic head, two users can record their sound in just one device at the same time. It is suitable for interview, conference, Youtube podcasting, teaching, video recording, etc.<br />Professional Sound with Specialized Tech<br />SYNCO Lav-S6D is an omni-directional clip-on lapel mic that employs CVC noise reduction technology and SYNCO audio decoding technology. It catches sound with more details and less low frequency noise.<br />Multi-device Compatibility<br />A 3.5mm TRS/TRRS connector and a 6.3mm adapter is for fitting SYNCO Lav-S6D dual lapel microphone in various devices, including iOS/Android smartphone, DSLR, camcorder, audio recorder, mixer, PC, laptop. One microphone, full compatibility.<br />PHONE/ CAMERA Mode<br />Two modes for accessing various devices, PHONE mode is for smartphone series, while CAMERA mode is for camera series like camera, recorder, audio mixer and laptop, one button to switch mode.<br />Fast Signal Transmission<br />19.7 feets (6-meter) anti-interference audio cord transmit voice signal to your device in high speed and high quality. It is convenient for distant shot applications.<br />Tips for iOS and Android Users<br />Some of Andorid devices may need a Type-C adapter (not included) to operate the microphone. iPhone 7 and subsequent devices require Apple\&rsquo;s Lighting adapter. And the in-built photography App in Android devices is not compatible with the microphone, so you need the third-party applications to operate it.<br />Synco Audio Lav-S6D Specifications<br />Compatible: Cameras/Phones/Camcorders/Audio Recorders/Mixers/Laptops/PC<br />Transducer: Electret Condenser<br />Polar Pattern: Omni-directional<br />Frequency Range: 60Hz-19KHz<br />Signal/Noise: 75dB<br />Sensitivity: -30dB +/-3dB / 0dB=1V/Pa, 1KHz<br />Output Impedance: 1000 Ohm<br />Audio Cable: 19.7\&rsquo; (6m)<br />Connector: 1/8\&rdquo; (3.5mm) 4-pole gold plug<br />Battery Type: LR44<br />Dimensions: Diameter: 0.6 x 1.9\&rdquo; (17.5 x 50mm)<br />Weight: 3.3 oz (94g)<br />What\&rsquo;s in the box:<br /><br />Lav-S6D Dual Lavalier Omnidirectional Condenser Microphones<br />Adapter (3.5mm to 6.3mm)<br />2x Button Cell<br />4x 6mm Microphone Tie Clip (Two On The Mic)<br />4x Cotton Wind Muff (Two On The Mic)<br />2x Specialized Windshield<br />Carrying Bag<br />User Manual<br /><br /></p>",,,,,,
